CC	KO	n_changes	parameter	var_type	variable
0.989377649316	YDR490C	5.0	PDC5	flux	PDC_PDC5
-0.00892031244721	YDR490C	5.0	PDC6	flux	PDC_PDC5
5.67545838988e-15	YDR490C	5.0	PFK1	flux	PDC_PDC5
0.353156409523	YDR490C	5.0	PFK2	flux	PDC_PDC5
0.0151567303161	YDR490C	5.0	PGI1	flux	PDC_PDC5
0.135756600482	YDR490C	5.0	PGK1	flux	PDC_PDC5
2.83772919494e-15	YDR490C	5.0	PGM1	flux	PDC_PDC5
0.190661156663	YDR490C	5.0	ADH1	flux	PDC_PDC6
3.37946550845e-15	YDR490C	5.0	ADH5	flux	PDC_PDC6
0.0454433056095	YDR490C	5.0	CDC19	flux	PDC_PDC6
0.00118768147271	YDR490C	5.0	ENO1	flux	PDC_PDC6
0.00652004082765	YDR490C	5.0	ENO2	flux	PDC_PDC6
0.0773942282898	YDR490C	5.0	FBA1	flux	PDC_PDC6
0.000489968659703	YDR490C	5.0	GLK1	flux	PDC_PDC6
3.37946550845e-15	YDR490C	5.0	GPD1	flux	PDC_PDC6
3.37946550845e-15	YDR490C	5.0	GPD2	flux	PDC_PDC6
0.00103579834688	YDR490C	5.0	GPM1	flux	PDC_PDC6
3.37946550845e-15	YDR490C	5.0	HOR2	flux	PDC_PDC6
0.0484005220673	YDR490C	5.0	HXK1	flux	PDC_PDC6
1.25263532975	YDR490C	5.0	HXK2	flux	PDC_PDC6
-0.689253547436	YDR490C	5.0	PDC1	flux	PDC_PDC6
-0.00778556993298	YDR490C	5.0	PDC5	flux	PDC_PDC6
0.99346132901	YDR490C	5.0	PDC6	flux	PDC_PDC6
3.37946550845e-15	YDR490C	5.0	PFK1	flux	PDC_PDC6
0.258855673405	YDR490C	5.0	PFK2	flux	PDC_PDC6
0.0111095715862	YDR490C	5.0	PGI1	flux	PDC_PDC6
0.0995067258083	YDR490C	5.0	PGK1	flux	PDC_PDC6
3.37946550845e-15	YDR490C	5.0	PGM1	flux	PDC_PDC6
0.255614047485	YDR490C	5.0	ADH1	flux	PFK
1.97426700873e-15	YDR490C	5.0	ADH5	flux	PFK
0.062355614717	YDR490C	5.0	CDC19	flux	PFK
0.00163833586881	YDR490C	5.0	ENO1	flux	PFK
0.00902792906933	YDR490C	5.0	ENO2	flux	PFK
0.108198051048	YDR490C	5.0	FBA1	flux	PFK
0.000686209271979	YDR490C	5.0	GLK1	flux	PFK
1.97426700873e-15	YDR490C	5.0	GPD1	flux	PFK
1.97426700873e-15	YDR490C	5.0	GPD2	flux	PFK
0.0014285667212	YDR490C	5.0	GPM1	flux	PFK
1.97426700873e-15	YDR490C	5.0	HOR2	flux	PFK
0.0679138696389	YDR490C	5.0	HXK1	flux	PFK
1.75442038511	YDR490C	5.0	HXK2	flux	PFK
0.00038771794039	YDR490C	5.0	PDC1	flux	PFK
4.38018743051e-06	YDR490C	5.0	PDC5	flux	PFK
3.67995277908e-06	YDR490C	5.0	PDC6	flux	PFK
3.94853401747e-15	YDR490C	5.0	PFK1	flux	PFK
0.361982968835	YDR490C	5.0	PFK2	flux	PFK
0.0154698043366	YDR490C	5.0	PGI1	flux	PFK
0.13581738946	YDR490C	5.0	PGK1	flux	PFK
1.97426700873e-15	YDR490C	5.0	PGM1	flux	PFK
0.255673023603	YDR490C	5.0	ADH1	flux	PGI
4.73824082096e-14	YDR490C	5.0	ADH5	flux	PGI
0.0627486821433	YDR490C	5.0	CDC19	flux	PGI
0.001636192945	YDR490C	5.0	ENO1	flux	PGI
0.00896758992377	YDR490C	5.0	ENO2	flux	PGI
0.109329000748	YDR490C	5.0	FBA1	flux	PGI
0.000686531624493	YDR490C	5.0	GLK1	flux	PGI
4.73824082096e-14	YDR490C	5.0	GPD1	flux	PGI
4.73824082096e-14	YDR490C	5.0	GPD2	flux	PGI
0.00142706364988	YDR490C	5.0	GPM1	flux	PGI
4.73824082096e-14	YDR490C	5.0	HOR2	flux	PGI
0.0675240586815	YDR490C	5.0	HXK1	flux	PGI
1.75441994241	YDR490C	5.0	HXK2	flux	PGI
0.000387717761664	YDR490C	5.0	PDC1	flux	PGI
4.38017134418e-06	YDR490C	5.0	PDC5	flux	PGI
3.67994362045e-06	YDR490C	5.0	PDC6	flux	PGI
7.30478793232e-14	YDR490C	5.0	PFK1	flux	PGI
0.361932326078	YDR490C	5.0	PFK2	flux	PGI
0.0136819395114	YDR490C	5.0	PGI1	flux	PGI
0.137715316378	YDR490C	5.0	PGK1	flux	PGI
4.73824082096e-14	YDR490C	5.0	PGM1	flux	PGI
0.271158060066	YDR490C	5.0	ADH1	flux	PGK
1.0055600597e-14	YDR490C	5.0	ADH5	flux	PGK
0.0663835006964	YDR490C	5.0	CDC19	flux	PGK
0.00167726324118	YDR490C	5.0	ENO1	flux	PGK
0.00898538660134	YDR490C	5.0	ENO2	flux	PGK
0.108945650765	YDR490C	5.0	FBA1	flux	PGK
0.000695989840666	YDR490C	5.0	GLK1	flux	PGK
1.0055600597e-14	YDR490C	5.0	GPD1	flux	PGK
1.0055600597e-14	YDR490C	5.0	GPD2	flux	PGK
0.00146445721593	YDR490C	5.0	GPM1	flux	PGK
1.0055600597e-14	YDR490C	5.0	HOR2	flux	PGK
0.0688043062058	YDR490C	5.0	HXK1	flux	PGK
1.77924810934	YDR490C	5.0	HXK2	flux	PGK
0.000399635794107	YDR490C	5.0	PDC1	flux	PGK
4.51466808013e-06	YDR490C	5.0	PDC5	flux	PGK
3.79298694481e-06	YDR490C	5.0	PDC6	flux	PGK
1.0055600597e-14	YDR490C	5.0	PFK1	flux	PGK
0.367714415682	YDR490C	5.0	PFK2	flux	PGK
0.0157669059585	YDR490C	5.0	PGI1	flux	PGK
0.137203983683	YDR490C	5.0	PGK1	flux	PGK
1.0055600597e-14	YDR490C	5.0	PGM1	flux	PGK
0.00126378910478	YDR490C	5.0	ADH1	flux	PGM
0.0	YDR490C	5.0	ADH5	flux	PGM
-0.0187969101722	YDR490C	5.0	CDC19	flux	PGM
-0.000485596342331	YDR490C	5.0	ENO1	flux	PGM
-0.00264344480072	YDR490C	5.0	ENO2	flux	PGM
-0.0577800863595	YDR490C	5.0	FBA1	flux	PGM
0.00134734010883	YDR490C	5.0	GLK1	flux	PGM
0.0	YDR490C	5.0	GPD1	flux	PGM
0.0	YDR490C	5.0	GPD2	flux	PGM
-0.000423664138268	YDR490C	5.0	GPM1	flux	PGM
0.0	YDR490C	5.0	HOR2	flux	PGM
0.132248858612	YDR490C	5.0	HXK1	flux	PGM
3.44092940307	YDR490C	5.0	HXK2	flux	PGM
-0.000115256985337	YDR490C	5.0	PDC1	flux	PGM
-1.3019816147e-06	YDR490C	5.0	PDC5	flux	PGM
-1.09341547862e-06	YDR490C	5.0	PDC6	flux	PGM
6.5986692815e-15	YDR490C	5.0	PFK1	flux	PGM
-0.163792603332	YDR490C	5.0	PFK2	flux	PGM
-0.00691843399596	YDR490C	5.0	PGI1	flux	PGM
-0.0416153844396	YDR490C	5.0	PGK1	flux	PGM
0.0	YDR490C	5.0	PGM1	flux	PGM
0.270932840693	YDR490C	5.0	ADH1	flux	PYK_CDC19
1.20667207164e-14	YDR490C	5.0	ADH5	flux	PYK_CDC19
0.0622738242553	YDR490C	5.0	CDC19	flux	PYK_CDC19
0.00168826186887	YDR490C	5.0	ENO1	flux	PYK_CDC19
0.00929304951196	YDR490C	5.0	ENO2	flux	PYK_CDC19
0.109150095759	YDR490C	5.0	FBA1	flux	PYK_CDC19
0.000696554938113	YDR490C	5.0	GLK1	flux	PYK_CDC19
1.20667207164e-14	YDR490C	5.0	GPD1	flux	PYK_CDC19
1.20667207164e-14	YDR490C	5.0	GPD2	flux	PYK_CDC19
0.00147217576804	YDR490C	5.0	GPM1	flux	PYK_CDC19
1.20667207164e-14	YDR490C	5.0	HOR2	flux	PYK_CDC19
0.0681125550623	YDR490C	5.0	HXK1	flux	PYK_CDC19
1.77924917901	YDR490C	5.0	HXK2	flux	PYK_CDC19
0.000399637506123	YDR490C	5.0	PDC1	flux	PYK_CDC19
4.51507672767e-06	YDR490C	5.0	PDC5	flux	PYK_CDC19
3.79313751939e-06	YDR490C	5.0	PDC6	flux	PYK_CDC19
8.04448047761e-15	YDR490C	5.0	PFK1	flux	PYK_CDC19
0.367673623972	YDR490C	5.0	PFK2	flux	PYK_CDC19
0.0160455278926	YDR490C	5.0	PGI1	flux	PYK_CDC19
0.14038855104	YDR490C	5.0	PGK1	flux	PYK_CDC19
1.20667207164e-14	YDR490C	5.0	PGM1	flux	PYK_CDC19
	YDR490C	5.0	ADH1	flux	PYK_PYK2
	YDR490C	5.0	ADH5	flux	PYK_PYK2
	YDR490C	5.0	CDC19	flux	PYK_PYK2
	YDR490C	5.0	ENO1	flux	PYK_PYK2
	YDR490C	5.0	ENO2	flux	PYK_PYK2
	YDR490C	5.0	FBA1	flux	PYK_PYK2
	YDR490C	5.0	GLK1	flux	PYK_PYK2
	YDR490C	5.0	GPD1	flux	PYK_PYK2
	YDR490C	5.0	GPD2	flux	PYK_PYK2
	YDR490C	5.0	GPM1	flux	PYK_PYK2
	YDR490C	5.0	HOR2	flux	PYK_PYK2
	YDR490C	5.0	HXK1	flux	PYK_PYK2
	YDR490C	5.0	HXK2	flux	PYK_PYK2
	YDR490C	5.0	PDC1	flux	PYK_PYK2
	YDR490C	5.0	PDC5	flux	PYK_PYK2
	YDR490C	5.0	PDC6	flux	PYK_PYK2
	YDR490C	5.0	PFK1	flux	PYK_PYK2
	YDR490C	5.0	PFK2	flux	PYK_PYK2
	YDR490C	5.0	PGI1	flux	PYK_PYK2
	YDR490C	5.0	PGK1	flux	PYK_PYK2
	YDR490C	5.0	PGM1	flux	PYK_PYK2
0.206394462675	YDR490C	5.0	ADH1	flux	TDH_TDH1
2.56218734873e-14	YDR490C	5.0	ADH5	flux	TDH_TDH1
0.0911924078091	YDR490C	5.0	CDC19	flux	TDH_TDH1
0.0023483569473	YDR490C	5.0	ENO1	flux	TDH_TDH1
0.012755607232	YDR490C	5.0	ENO2	flux	TDH_TDH1
0.084650632849	YDR490C	5.0	FBA1	flux	TDH_TDH1
0.000637708845775	YDR490C	5.0	GLK1	flux	TDH_TDH1
2.56218734873e-14	YDR490C	5.0	GPD1	flux	TDH_TDH1
2.56218734873e-14	YDR490C	5.0	GPD2	flux	TDH_TDH1
0.00204907394458	YDR490C	5.0	GPM1	flux	TDH_TDH1
2.56218734873e-14	YDR490C	5.0	HOR2	flux	TDH_TDH1
0.0626471368005	YDR490C	5.0	HXK1	flux	TDH_TDH1
1.62958811632	YDR490C	5.0	HXK2	flux	TDH_TDH1
0.000557681583592	YDR490C	5.0	PDC1	flux	TDH_TDH1
6.30005840166e-06	YDR490C	5.0	PDC5	flux	TDH_TDH1
5.29201424027e-06	YDR490C	5.0	PDC6	flux	TDH_TDH1
9.8545667259e-15	YDR490C	5.0	PFK1	flux	TDH_TDH1
0.333490599682	YDR490C	5.0	PFK2	flux	TDH_TDH1
0.0144482663162	YDR490C	5.0	PGI1	flux	TDH_TDH1
0.202627860659	YDR490C	5.0	PGK1	flux	TDH_TDH1
2.56218734873e-14	YDR490C	5.0	PGM1	flux	TDH_TDH1
	YDR490C	5.0	ADH1	flux	TDH_TDH2
	YDR490C	5.0	ADH5	flux	TDH_TDH2
	YDR490C	5.0	CDC19	flux	TDH_TDH2
	YDR490C	5.0	ENO1	flux	TDH_TDH2
	YDR490C	5.0	ENO2	flux	TDH_TDH2
	YDR490C	5.0	FBA1	flux	TDH_TDH2
	YDR490C	5.0	GLK1	flux	TDH_TDH2
	YDR490C	5.0	GPD1	flux	TDH_TDH2
	YDR490C	5.0	GPD2	flux	TDH_TDH2
	YDR490C	5.0	GPM1	flux	TDH_TDH2
	YDR490C	5.0	HOR2	flux	TDH_TDH2
	YDR490C	5.0	HXK1	flux	TDH_TDH2
	YDR490C	5.0	HXK2	flux	TDH_TDH2
	YDR490C	5.0	PDC1	flux	TDH_TDH2
	YDR490C	5.0	PDC5	flux	TDH_TDH2
	YDR490C	5.0	PDC6	flux	TDH_TDH2
	YDR490C	5.0	PFK1	flux	TDH_TDH2
	YDR490C	5.0	PFK2	flux	TDH_TDH2
	YDR490C	5.0	PGI1	flux	TDH_TDH2
	YDR490C	5.0	PGK1	flux	TDH_TDH2
	YDR490C	5.0	PGM1	flux	TDH_TDH2
0.27591162012	YDR490C	5.0	ADH1	flux	TDH_TDH3
2.36292786668e-14	YDR490C	5.0	ADH5	flux	TDH_TDH3
0.0637807593843	YDR490C	5.0	CDC19	flux	TDH_TDH3
0.00163646376783	YDR490C	5.0	ENO1	flux	TDH_TDH3
0.00886510226453	YDR490C	5.0	ENO2	flux	TDH_TDH3
0.110253757243	YDR490C	5.0	FBA1	flux	TDH_TDH3
0.000700279076741	YDR490C	5.0	GLK1	flux	TDH_TDH3
2.36292786668e-14	YDR490C	5.0	GPD1	flux	TDH_TDH3
2.36292786668e-14	YDR490C	5.0	GPD2	flux	TDH_TDH3
0.00142808630421	YDR490C	5.0	GPM1	flux	TDH_TDH3
2.36292786668e-14	YDR490C	5.0	HOR2	flux	TDH_TDH3
0.0688284195102	YDR490C	5.0	HXK1	flux	TDH_TDH3
1.78944340459	YDR490C	5.0	HXK2	flux	TDH_TDH3
0.000388870505909	YDR490C	5.0	PDC1	flux	TDH_TDH3
4.39319411286e-06	YDR490C	5.0	PDC5	flux	TDH_TDH3
3.69099143866e-06	YDR490C	5.0	PDC6	flux	TDH_TDH3
8.59246496974e-15	YDR490C	5.0	PFK1	flux	TDH_TDH3
0.370037281188	YDR490C	5.0	PFK2	flux	TDH_TDH3
0.0160179206132	YDR490C	5.0	PGI1	flux	TDH_TDH3
0.142225751157	YDR490C	5.0	PGK1	flux	TDH_TDH3
2.36292786668e-14	YDR490C	5.0	PGM1	flux	TDH_TDH3
0.286594470068	YDR490C	5.0	ADH1	flux	TPI
2.04937525549e-15	YDR490C	5.0	ADH5	flux	TPI
0.0666033930637	YDR490C	5.0	CDC19	flux	TPI
0.00173911852073	YDR490C	5.0	ENO1	flux	TPI
0.00954102636982	YDR490C	5.0	ENO2	flux	TPI
0.110952776621	YDR490C	5.0	FBA1	flux	TPI
0.000706108702718	YDR490C	5.0	GLK1	flux	TPI
2.04937525549e-15	YDR490C	5.0	GPD1	flux	TPI
2.04937525549e-15	YDR490C	5.0	GPD2	flux	TPI
0.00151676372343	YDR490C	5.0	GPM1	flux	TPI
2.04937525549e-15	YDR490C	5.0	HOR2	flux	TPI
0.0697538448456	YDR490C	5.0	HXK1	flux	TPI
1.80502031252	YDR490C	5.0	HXK2	flux	TPI
0.000412009380667	YDR490C	5.0	PDC1	flux	TPI
4.65462512309e-06	YDR490C	5.0	PDC5	flux	TPI
3.91060225038e-06	YDR490C	5.0	PDC6	flux	TPI
2.25431278104e-14	YDR490C	5.0	PFK1	flux	TPI
0.373723824407	YDR490C	5.0	PFK2	flux	TPI
0.0160392423365	YDR490C	5.0	PGI1	flux	TPI
0.145973906477	YDR490C	5.0	PGK1	flux	TPI
2.04937525549e-15	YDR490C	5.0	PGM1	flux	TPI
0.00123000670518	YDR490C	5.0	ADH1	flux	TPP
0.0	YDR490C	5.0	ADH5	flux	TPP
-0.0187662360502	YDR490C	5.0	CDC19	flux	TPP
-0.000485760995907	YDR490C	5.0	ENO1	flux	TPP
-0.00264803204153	YDR490C	5.0	ENO2	flux	TPP
-0.0575999284242	YDR490C	5.0	FBA1	flux	TPP
0.00134671311874	YDR490C	5.0	GLK1	flux	TPP
0.0	YDR490C	5.0	GPD1	flux	TPP
0.0	YDR490C	5.0	GPD2	flux	TPP
-0.000423779608105	YDR490C	5.0	GPM1	flux	TPP
0.0	YDR490C	5.0	HOR2	flux	TPP
0.133008230629	YDR490C	5.0	HXK1	flux	TPP
3.44093102526	YDR490C	5.0	HXK2	flux	TPP
-0.000115257000082	YDR490C	5.0	PDC1	flux	TPP
-1.30198273317e-06	YDR490C	5.0	PDC5	flux	TPP
-1.09341641893e-06	YDR490C	5.0	PDC6	flux	TPP
9.89800392225e-15	YDR490C	5.0	PFK1	flux	TPP
-0.163788518557	YDR490C	5.0	PFK2	flux	TPP
-0.00694447503534	YDR490C	5.0	PGI1	flux	TPP
-0.0414715024756	YDR490C	5.0	PGK1	flux	TPP
0.0	YDR490C	5.0	PGM1	flux	TPP
0.00126634105605	YDR490C	5.0	ADH1	flux	TPS
6.5986692815e-15	YDR490C	5.0	ADH5	flux	TPS
-0.018826672505	YDR490C	5.0	CDC19	flux	TPS
-0.000485435435123	YDR490C	5.0	ENO1	flux	TPS
-0.00263894091188	YDR490C	5.0	ENO2	flux	TPS
-0.0578423837626	YDR490C	5.0	FBA1	flux	TPS
0.00134698953298	YDR490C	5.0	GLK1	flux	TPS
6.5986692815e-15	YDR490C	5.0	GPD1	flux	TPS
6.5986692815e-15	YDR490C	5.0	GPD2	flux	TPS
-0.000423551349982	YDR490C	5.0	GPM1	flux	TPS
6.5986692815e-15	YDR490C	5.0	HOR2	flux	TPS
0.132671904347	YDR490C	5.0	HXK1	flux	TPS
3.44093146038	YDR490C	5.0	HXK2	flux	TPS
-0.000115256971167	YDR490C	5.0	PDC1	flux	TPS
-1.30198067769e-06	YDR490C	5.0	PDC5	flux	TPS
-1.0934145911e-06	YDR490C	5.0	PDC6	flux	TPS
6.5986692815e-15	YDR490C	5.0	PFK1	flux	TPS
-0.163791244754	YDR490C	5.0	PFK2	flux	TPS
-0.00690614202973	YDR490C	5.0	PGI1	flux	TPS
-0.041759536404	YDR490C	5.0	PGK1	flux	TPS
6.5986692815e-15	YDR490C	5.0	PGM1	flux	TPS
0.00122817123811	YDR490C	5.0	ADH1	flux	UGP
0.0	YDR490C	5.0	ADH5	flux	UGP
-0.0187980219573	YDR490C	5.0	CDC19	flux	UGP
-0.00048558913502	YDR490C	5.0	ENO1	flux	UGP
-0.00264321640273	YDR490C	5.0	ENO2	flux	UGP
-0.0576567405867	YDR490C	5.0	FBA1	flux	UGP
0.0013465571597	YDR490C	5.0	GLK1	flux	UGP
0.0	YDR490C	5.0	GPD1	flux	UGP
0.0	YDR490C	5.0	GPD2	flux	UGP
-0.000423659018849	YDR490C	5.0	GPM1	flux	UGP
0.0	YDR490C	5.0	HOR2	flux	UGP
0.133198895801	YDR490C	5.0	HXK1	flux	UGP
3.44092999243	YDR490C	5.0	HXK2	flux	UGP
-0.000115256985162	YDR490C	5.0	PDC1	flux	UGP
-1.30198154871e-06	YDR490C	5.0	PDC5	flux	UGP
-1.09341553471e-06	YDR490C	5.0	PDC6	flux	UGP
1.3197338563e-14	YDR490C	5.0	PFK1	flux	UGP
-0.163788804821	YDR490C	5.0	PFK2	flux	UGP
-0.00693265333114	YDR490C	5.0	PGI1	flux	UGP
-0.0416246101394	YDR490C	5.0	PGK1	flux	UGP
0.0	YDR490C	5.0	PGM1	flux	UGP
-0.557223489815	YDR490C	5.0	ADH1	flux	acetate_branch
4.04018279988e-14	YDR490C	5.0	ADH5	flux	acetate_branch
-0.0405706878272	YDR490C	5.0	CDC19	flux	acetate_branch
-0.00105850232467	YDR490C	5.0	ENO1	flux	acetate_branch
-0.00580366157594	YDR490C	5.0	ENO2	flux	acetate_branch
0.0558105256451	YDR490C	5.0	FBA1	flux	acetate_branch
0.000165715018589	YDR490C	5.0	GLK1	flux	acetate_branch
4.04018279988e-14	YDR490C	5.0	GPD1	flux	acetate_branch
4.04018279988e-14	YDR490C	5.0	GPD2	flux	acetate_branch
-0.000923196024328	YDR490C	5.0	GPM1	flux	acetate_branch
4.04018279988e-14	YDR490C	5.0	HOR2	flux	acetate_branch
0.0164974825524	YDR490C	5.0	HXK1	flux	acetate_branch
0.424358636413	YDR490C	5.0	HXK2	flux	acetate_branch
-0.000250822997958	YDR490C	5.0	PDC1	flux	acetate_branch
-2.82714892936e-06	YDR490C	5.0	PDC5	flux	acetate_branch
-2.34861141691e-06	YDR490C	5.0	PDC6	flux	acetate_branch
3.87184184989e-14	YDR490C	5.0	PFK1	flux	acetate_branch
0.0519670194088	YDR490C	5.0	PFK2	flux	acetate_branch
0.00218615621803	YDR490C	5.0	PGI1	flux	acetate_branch
-0.0889855535902	YDR490C	5.0	PGK1	flux	acetate_branch
4.04018279988e-14	YDR490C	5.0	PGM1	flux	acetate_branch
	YDR490C	5.0	ADH1	flux	succinate_branch
	YDR490C	5.0	ADH5	flux	succinate_branch
	YDR490C	5.0	CDC19	flux	succinate_branch
	YDR490C	5.0	ENO1	flux	succinate_branch
	YDR490C	5.0	ENO2	flux	succinate_branch
	YDR490C	5.0	FBA1	flux	succinate_branch
	YDR490C	5.0	GLK1	flux	succinate_branch
	YDR490C	5.0	GPD1	flux	succinate_branch
	YDR490C	5.0	GPD2	flux	succinate_branch
	YDR490C	5.0	GPM1	flux	succinate_branch
	YDR490C	5.0	HOR2	flux	succinate_branch
	YDR490C	5.0	HXK1	flux	succinate_branch
	YDR490C	5.0	HXK2	flux	succinate_branch
	YDR490C	5.0	PDC1	flux	succinate_branch
	YDR490C	5.0	PDC5	flux	succinate_branch
	YDR490C	5.0	PDC6	flux	succinate_branch
	YDR490C	5.0	PFK1	flux	succinate_branch
	YDR490C	5.0	PFK2	flux	succinate_branch
	YDR490C	5.0	PGI1	flux	succinate_branch
	YDR490C	5.0	PGK1	flux	succinate_branch
	YDR490C	5.0	PGM1	flux	succinate_branch
0.00105625764395	YDR490C	5.0	ADH1	flux	udp_to_utp
3.29933464075e-15	YDR490C	5.0	ADH5	flux	udp_to_utp
-0.0193766605844	YDR490C	5.0	CDC19	flux	udp_to_utp
-0.000482434548964	YDR490C	5.0	ENO1	flux	udp_to_utp
-0.0025544689446	YDR490C	5.0	ENO2	flux	udp_to_utp
-0.0591796995144	YDR490C	5.0	FBA1	flux	udp_to_utp
0.00134665373426	YDR490C	5.0	GLK1	flux	udp_to_utp
3.29933464075e-15	YDR490C	5.0	GPD1	flux	udp_to_utp
3.29933464075e-15	YDR490C	5.0	GPD2	flux	udp_to_utp
-0.000421447102324	YDR490C	5.0	GPM1	flux	udp_to_utp
3.29933464075e-15	YDR490C	5.0	HOR2	flux	udp_to_utp
0.133081214054	YDR490C	5.0	HXK1	flux	udp_to_utp
3.44093045049	YDR490C	5.0	HXK2	flux	udp_to_utp
-0.000115256712238	YDR490C	5.0	PDC1	flux	udp_to_utp
-1.30195858864e-06	YDR490C	5.0	PDC5	flux	udp_to_utp
-1.09339918981e-06	YDR490C	5.0	PDC6	flux	udp_to_utp
6.5986692815e-15	YDR490C	5.0	PFK1	flux	udp_to_utp
-0.163777456402	YDR490C	5.0	PFK2	flux	udp_to_utp
-0.00666190716361	YDR490C	5.0	PGI1	flux	udp_to_utp
-0.0444298595417	YDR490C	5.0	PGK1	flux	udp_to_utp
3.29933464075e-15	YDR490C	5.0	PGM1	flux	udp_to_utp
0.237956190852	YDR490C	5.0	ADH1	flux	HXT
7.34749097585e-15	YDR490C	5.0	ADH5	flux	HXT
0.057100550704	YDR490C	5.0	CDC19	flux	HXT
0.00148838194444	YDR490C	5.0	ENO1	flux	HXT
0.00815529296413	YDR490C	5.0	ENO2	flux	HXT
0.0976906722454	YDR490C	5.0	FBA1	flux	HXT
0.000732095715114	YDR490C	5.0	GLK1	flux	HXT
7.34749097585e-15	YDR490C	5.0	GPD1	flux	HXT
7.34749097585e-15	YDR490C	5.0	GPD2	flux	HXT
0.00129816176694	YDR490C	5.0	GPM1	flux	HXT
7.34749097585e-15	YDR490C	5.0	HOR2	flux	HXT
0.0725450125585	YDR490C	5.0	HXK1	flux	HXT
1.87175474475	YDR490C	5.0	HXK2	flux	HXT
0.000352714448955	YDR490C	5.0	PDC1	flux	HXT
3.98473455335e-06	YDR490C	5.0	PDC5	flux	HXT
3.34775096129e-06	YDR490C	5.0	PDC6	flux	HXT
9.18436371981e-15	YDR490C	5.0	PFK1	flux	HXT
0.325346366434	YDR490C	5.0	PFK2	flux	HXT
0.0139078581239	YDR490C	5.0	PGI1	flux	HXT
0.125364357463	YDR490C	5.0	PGK1	flux	HXT
7.34749097585e-15	YDR490C	5.0	PGM1	flux	HXT
0.261228182412	YER129W	11.0	ADH1	flux	ADH_ADH1
0.0	YER129W	11.0	ADH5	flux	ADH_ADH1
0.0776411255869	YER129W	11.0	CDC19	flux	ADH_ADH1
0.00166497894142	YER129W	11.0	ENO1	flux	ADH_ADH1
0.00870174742154	YER129W	11.0	ENO2	flux	ADH_ADH1
0.060192209725	YER129W	11.0	FBA1	flux	ADH_ADH1
0.000336734816632	YER129W	11.0	GLK1	flux	ADH_ADH1
0.0	YER129W	11.0	GPD1	flux	ADH_ADH1
0.0	YER129W	11.0	GPD2	flux	ADH_ADH1
0.00122782258884	YER129W	11.0	GPM1	flux	ADH_ADH1
0.0	YER129W	11.0	HOR2	flux	ADH_ADH1
0.0418427849702	YER129W	11.0	HXK1	flux	ADH_ADH1
1.66833886815	YER129W	11.0	HXK2	flux	ADH_ADH1
0.000310379754536	YER129W	11.0	PDC1	flux	ADH_ADH1
3.52326581173e-06	YER129W	11.0	PDC5	flux	ADH_ADH1
5.72008579587e-06	YER129W	11.0	PDC6	flux	ADH_ADH1
0.0	YER129W	11.0	PFK1	flux	ADH_ADH1
0.329478329647	YER129W	11.0	PFK2	flux	ADH_ADH1
0.0122711411962	YER129W	11.0	PGI1	flux	ADH_ADH1
0.121940102961	YER129W	11.0	PGK1	flux	ADH_ADH1
0.0	YER129W	11.0	PGM1	flux	ADH_ADH1
	YER129W	11.0	ADH1	flux	ADH_ADH5
	YER129W	11.0	ADH5	flux	ADH_ADH5
	YER129W	11.0	CDC19	flux	ADH_ADH5
	YER129W	11.0	ENO1	flux	ADH_ADH5
	YER129W	11.0	ENO2	flux	ADH_ADH5
	YER129W	11.0	FBA1	flux	ADH_ADH5
	YER129W	11.0	GLK1	flux	ADH_ADH5
	YER129W	11.0	GPD1	flux	ADH_ADH5
	YER129W	11.0	GPD2	flux	ADH_ADH5
	YER129W	11.0	GPM1	flux	ADH_ADH5
	YER129W	11.0	HOR2	flux	ADH_ADH5
	YER129W	11.0	HXK1	flux	ADH_ADH5
	YER129W	11.0	HXK2	flux	ADH_ADH5
	YER129W	11.0	PDC1	flux	ADH_ADH5
	YER129W	11.0	PDC5	flux	ADH_ADH5
	YER129W	11.0	PDC6	flux	ADH_ADH5
	YER129W	11.0	PFK1	flux	ADH_ADH5
	YER129W	11.0	PFK2	flux	ADH_ADH5
	YER129W	11.0	PGI1	flux	ADH_ADH5
	YER129W	11.0	PGK1	flux	ADH_ADH5
	YER129W	11.0	PGM1	flux	ADH_ADH5
1.10118149036e+11	YER129W	11.0	ADH1	flux	AK
-16.6666666667	YER129W	11.0	ADH5	flux	AK
-1.56396988603e+12	YER129W	11.0	CDC19	flux	AK
6924518494.44	YER129W	11.0	ENO1	flux	AK
1.76883527189e+11	YER129W	11.0	ENO2	flux	AK
-1.14159897798e+12	YER129W	11.0	FBA1	flux	AK
203543418.889	YER129W	11.0	GLK1	flux	AK
-16.6666666667	YER129W	11.0	GPD1	flux	AK
-16.6666666667	YER129W	11.0	GPD2	flux	AK
3475446025.56	YER129W	11.0	GPM1	flux	AK
-16.6666666667	YER129W	11.0	HOR2	flux	AK
3.14470348623e+12	YER129W	11.0	HXK1	flux	AK
-1.66777091406e+12	YER129W	11.0	HXK2	flux	AK
281307.777778	YER129W	11.0	PDC1	flux	AK
31601.6666667	YER129W	11.0	PDC5	flux	AK
85546.1111111	YER129W	11.0	PDC6	flux	AK
10.5555555556	YER129W	11.0	PFK1	flux	AK
1.14147155077e+12	YER129W	11.0	PFK2	flux	AK
3.48971271504e+11	YER129W	11.0	PGI1	flux	AK
-4.66355408827e+12	YER129W	11.0	PGK1	flux	AK
